,,,,,1.973684211,2.25,2.181818182,2.038461538,2.333333333,2.115384615,2.176470588,1.95,1.823529412,2.32,1.545454545,1.96875,2.25,2.260869565,2.398148148,2.053672316,2.069264069,2.204819277,2.070281124,1.844660194,1.941091954,1.93697479,2.021577381,2.025745257,2.153225806,1.975524476,1.75502008,1.898773006,1.873420479,2.034482759,2.060135135,2.053357314,1.973360656,2.198879552,2.29775641
19004100-01,Marcott Lake,Inver Grove Heights,Dakota,Mississippi River - Lake Pepin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,4,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
19026300-01,Marcott Lake,Inver Grove Heights,Dakota,Mississippi River - Lake Pepin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27073400-01,Crane Lake,Minnetonka,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70009800-01,Pleasant Lake,Helena Township,Scott,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82006700-01,Sand Lake,Scandia,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,2,2,3,2,2,3,2,3,2,NA,NA,NA,2
82009100-01,Battle Creek Lake,Woodbury,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82013401-01,Lost Lake,Mahtomedi,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA
13005300-01,Big Comfort Lake,Wyoming Township,Chisago,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,3,2,2,2,3,2,3,3,3,3,2,2,3,2
13005400-01,Little Comfort Lake,Chisago City,Chisago,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,2,2,2,2
19000400-01,Isabelle Lake,Hastings,Dakota,Mississippi River - Lake Pepin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19002300-01,Farquar Lake,Apple Valley,Dakota,Mississippi River - Lake Pepin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
19002900-01,Lee Lake,Lakeville,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,2,2,2,2,2,2,2,2,4,4,3,2,3,NA
19003300-01,Earley Lake,Burnsville,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,3
19045100-01,Sunset Pond,Burnsville,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,NA,3,3,3,2,3,NA,2,3,3,3,3,3,3,3,3
82002000-01,McKusick Lake,Stillwater,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,3,3,2,2,3,2,2,2,2,3,3,2,3,2,2
82008900-01,Markgraf Lake,Woodbury,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1
82009002-01,Wilmes Lake,Woodbury,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2
82009200-01,Powers Lake,Woodbury,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,2,4,3,2,2,3,2,2,2,2,3,3,2,2,4,4,3
82009400-01,Colby Lake,Woodbury,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,NA,1,1,1,1,1
82009700-01,La Lake,Woodbury,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,2,2,2,2,2,NA,2,2,1,2,2,2,2,2,2,NA
82011301-01,Goose Lake,Lake Elmo,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.666666667,1.5,1,2,1,0,1,1,0,2,1,1,1,0.5,0.5,0.5,1,0.5,0.75,1.5
82012300-01,Bass Lake,Grant,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,2,2,1,2,3,2,2.666666667,2.5,2.5,2.333333333,2.5,2.666666667,3.333333333,3,3
10002900-01,Miller Lake,Dahlgren Township,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1
10006600-01,Winkler Lake,Benton Township,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,1,NA,0,NA,0,NA,1,0,NA,0,0,NA,NA,NA
19003200-01,Horseshoe Lake,Burnsville,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2.333333333,2.5,3,2,2,2
19034800-01,Valley Lake,Lakeville,Dakota,Mississippi River - Lake Pepin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,3,3,3,2,2,1,2,2,3,1,2,2,0,2
19036900-01,Raven Lake,Lakeville,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27010200-01,Schmidt Lake,Plymouth,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,2,NA,NA,2,2,NA,3,NA,NA,NA,4,NA,NA,NA
27017500-01,Henry Lake,Rogers,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,0,0,1,NA,NA,NA
82002300-01,Lily Lake,Stillwater,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,NA,2,3,4
82015100-01,South School Section Lake,Hugo,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,2,2,2,NA
99002487-01,Sed Basin Adj to Valley Lake,Lakeville,Dakota,Mississippi River - Lake Pepin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
10000500-01,Courthouse Lake,Chaska,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4
10009500-01,Swede Lake,Watertown Township,Carver,South Fork Crow River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,0,1
19002400-01,Wood Lake,Burnsville,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,2
19002500-01,Keller Lake,Burnsville,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,1,2,2,1,2,3,1,1,1,1,1,1
27005700-01,Meadow Lake,New Hope,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA
27005800-01,Ryan Lake,Robbinsdale,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,1,NA,3,3,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA
27010000-01,Pomerleau Lake,Plymouth,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
27011102-01,Pike Lake,Maple Grove,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1.333333333,1,0.666666667,0.5,0.5,0.5,1,1.5,1,1,NA,2,NA,NA,NA
27063400-01,Success Lake,Brooklyn Park,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,1,NA,NA,2
82001502-01,Loon Lake,Stillwater Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
82001700-01,Carol Lake,Stillwater Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA
82001800-01,North Twin Lake,Stillwater Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,3,NA,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA
82001900-01,South Twin Lake,Stillwater,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,2,1,NA,NA,2,2,1,1,1,2,3,2,NA,NA,NA
82002500-01,Louise Lake,Stillwater Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,NA,NA,NA,NA,1,1,1,1,2,NA,NA,NA
82002602-01,Mud Lake,May Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
82003400-01,East Boot Lake,May Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,2,2,3,3,3,3,3,4,4,3,3,4,4
82004400-01,West Boot Lake,May Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,4,4
82005202-01,Jellums Lake,Scandia,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,1,1,2,2,3,2,2,NA,NA,NA
82005900-01,Goose Lake,Scandia,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02065400-01,Cenaiko Lake,Coon Rapids,Anoka,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,NA,NA
19044600-01,Lac Lavon Lake,Apple Valley,Dakota,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4
27068100-01,Grass Lake,Minneapolis,Hennepin,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70001600-01,Dan Patch Lake,Savage,Scott,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70002100-01,Markley Lake,Credit River Township,Scott,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA
82002800-01,Staples Lake,May Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,3,4,3,3,NA,NA,NA,NA,NA,NA,NA
82003800-01,Maple Marsh Lake,May Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
82007600-01,Barker Lake,Hugo,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2,2
82013700-01,Fish Lake,Grant,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1.5,1,1.333333333,1.5,1.5,1.5,2,2,2,1.333333333,2.25,1.333333333,2,NA
82006500-01,Hay Lake,Scandia,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,2,1,1,2,2,2,2,2,2,NA,NA,NA
82006800-01,Long Lake,Scandia,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82008200-01,Gables Lake,Cottage Grove,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82008700-01,Regional Park Lake,Cottage Grove,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,2,2,3,2,2,1,2,2
82011602-01,Armstrong Lake,Oakdale,Washington,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,NA,NA
82033400-01,Kismet Lake,Grant,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,3,2,2,2,2,2,2,2,NA,NA,NA
02007900-01,Highland Lake,Columbia Heights,Anoka,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
10006900-01,Benton Lake,Cologne,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,0,0,1,0,0,0,0
10008400-01,Burandt Lake,Waconia,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,2,2,NA,NA,NA,NA,2,2,NA,2,2
27006500-01,Magda Lake,Brooklyn Park,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA
27007600-01,Red Rock Lake,Eden Prairie,Hennepin,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2
82001000-01,McDonald Lake,Baytown Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,3,2,2,1,2,2,NA,1,2,2,2
82007700-01,Goggins Lake,May Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1
82011000-01,Downs Lake,Lake Elmo,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,0,0,NA,0,NA,NA,0,0,1
82013300-01,Sunnybrook Lake,Grant,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,3,3,3,3,3,4,4,4,3,4,NA,NA
10001000-01,Tamarack Lake,Victoria,Carver,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,2,3,3,3,NA,NA,NA,NA,NA
10001400-01,Hazeltine Lake,Chaska,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0
10001500-01,Virginia Lake,Victoria,Carver,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
10003100-01,Gaystock Lake,Dahlgren Township,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10005800-01,Maria Lake,Benton Township,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA
10008000-01,Rutz Lake,Waconia Township,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,NA,1,NA,NA,NA
10012700-01,Campbell Lake,Winsted Township,Carver,South Fork Crow River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
27003501-01,Sweeney Lake,Golden Valley,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
27016500-01,Jubert Lake,Corcoran,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27019900-01,Hafften Lake,Greenfield,Hennepin,North Fork Crow River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,2,2,NA,NA,NA,2,NA,NA,2,2
27062700-01,Northwood Lake,New Hope,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,1,1,1,1,1,1,1,NA
27064500-01,South Rice Lake,Golden Valley,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
82010700-01,Sunfish Lake,Lake Elmo,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1.5,2,1.5,3,2,2.5,2.5,1.5,2
82048200-01,Mergens Pond,West Lakeland Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA
10022600-01,Fireman's Clayhole Lake,Chaska,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,4,4,3,3,4,3,3,4
19011700-01,Deeg Lake,Burnsville,Dakota,Mississippi River - Lake Pepin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27012700-01,French Lake,Dayton,Hennepin,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62005800-01,Little Johanna Lake,Roseville,Ramsey,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,2,2,2,2,2,2,NA
62007100-01,Valentine Lake,Arden Hills,Ramsey,Mississippi River - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
82000900-01,Cloverdale Lake,Baytown Township,Washington,Lower St. Croix River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,4,3,3,3,3,3,4,3,4,NA
10009300-01,Oak Lake,Watertown Township,Carver,South Fork Crow River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1.333333333,0,1,NA,NA,NA,NA,NA,NA
10021700-01,Jonathan Lake,Chaska,Carver,Lower Minnesota River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,0,0,0,0,1,1,NA
